licensee_name,licence_number,premises_address,grade,demerit_points,suspension_start_date,suspension_end_date
CHEN MUN WAH,TJ20245003,TANJONG PAGAR PLAZA BLK 6 Stall No 02-45,B,na,na,na
CHIN KAR SHEE,TJ20244002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-44,B,na,na,na
PEH SOO LAN,TJ20243001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-43,B,na,na,na
CHUA MUAY MUAY @CHUA CHIEHN MONG,TJ20242001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-42,B,na,na,na
LOH PUI CHEE,TJ20241001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-41,B,na,na,na
CHOO PIAK HONG,TJ20240002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-40,B,na,na,na
CHEN KIN FATT,TJ20238002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-38,B,na,na,na
HO BENG CHEONG,TJ20237002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-37,B,na,na,na
QUEK TAI YONG,TJ20236001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-36,B,na,na,na
CHAN KIM SIONG,TJ20235002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-35,B,na,na,na
CHAN SOCK CHIN,TJ20234002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-34,B,na,na,na
SNG TIEN LOONG,TJ20233001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-33,B,na,na,na
WEE POK SENG,TJ20232001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-32,B,na,na,na
MARN CHENG SOON,TJ20231001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-31,B,na,na,na
CHAN TENG KOK,TJ20230005,TANJONG PAGAR PLAZA BLK 6 Stall No 02-30,B,na,na,na
ANG SIEW TIN,TJ20229002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-29,B,na,na,na
CHEONG KOK CHUEN,TJ20228002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-28,B,na,na,na
LAM SOON HUAT,TJ20227002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-27,B,na,na,na
KWOK KHEE HWEE JOHN,TJ20226002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-26,B,na,na,na
GOH AH BUAY @GOH SOON BUAY,TJ20225001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-25,B,na,na,na
LOO YEEN KIM,TJ20224002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-24,B,na,na,na
LIM KIM TECK,TJ20223001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-23,B,na,na,na
CHAU YOK CHENG,TJ20222001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-22,B,na,na,na
LIEW LIAN FAH,TJ20221002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-21,B,na,na,na
KHONG HING NOEY,TJ20220002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-20,B,na,na,na
THNG ANG PHEE,TJ20219001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-19,B,na,na,na
TAY LIM PANG,TJ20218002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-18,B,na,na,na
CHING HENG MEE,TJ20217001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-17,B,na,na,na
TAN CHEK HAI @ TAN CHEK THAI,TJ20216001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-16,B,na,na,na
THAM MONG LIN (TAN MAOLIN),TJ20215002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-15,B,na,na,na
MARN CHIN KONG,TJ20214003,TANJONG PAGAR PLAZA BLK 6 Stall No 02-14,B,na,na,na
LIEW LIAN FAH,TJ20213001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-13,B,na,na,na
HO GEOK TIN,TJ20212001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-12,B,na,na,na
YEO LAY HONG,TJ20211001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-11,B,na,na,na
SEAH KHONG LEONG,TJ20210001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-10,B,na,na,na
LOW SIEW HONG,TJ20209001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-09,B,na,na,na
TANG SUAY TING,TJ20208001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-08,B,na,na,na
NG TIONG HOE,TJ20207002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-07,B,na,na,na
LEONG YIN FATT,TJ20206001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-06,B,na,na,na
"LIM KOH JOO, BENNY (LIN GAOYU, BENNY)",TJ20205001,TANJONG PAGAR PLAZA BLK 6 Stall No 02-05,B,na,na,na
TEE CHUN MOY,TJ20204002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-04,B,na,na,na
VIRACH SUWANARAT,TJ20203002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-03,B,na,na,na
TAY SEE SOON,TJ20202002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-02,B,na,na,na
MAUNG NGAI HAN @DANIEL LEE,TJ20201002,TANJONG PAGAR PLAZA BLK 6 Stall No 02-01,B,na,na,na
TAN CHOR HOONG,THM0283002,TIONG BAHRU MARKET Stall No 02-83,A,na,na,na
CHEONG WENG WAH,THM0282002,TIONG BAHRU MARKET Stall No 02-82,B,na,na,na
NG AH H'NG,THM0281002,TIONG BAHRU MARKET Stall No 02-81,A,na,na,na
TAN TAEY NUI,THM0280002,TIONG BAHRU MARKET Stall No 02-80,B,na,na,na
TAN WEE MENG,THM0279002,TIONG BAHRU MARKET Stall No 02-79,A,na,na,na
CHAI KAM FOONG,THM0278001,TIONG BAHRU MARKET Stall No 02-78,B,na,na,na
LEE TIAN YU (LI TIANYU),THM0277002,TIONG BAHRU MARKET Stall No 02-77,na,na,na,na
LIN JINZHEN,THM0276002,TIONG BAHRU MARKET Stall No 02-76,B,na,na,na
TAN LIEW CHYE @ TAN YEW CHYE,THM0275002,TIONG BAHRU MARKET Stall No 02-75,A,na,na,na
YIP KWOK HOONG,THM0274002,TIONG BAHRU MARKET Stall No 02-74,A,na,na,na
TAN KAH HOI,THM0273002,TIONG BAHRU MARKET Stall No 02-73,B,na,na,na
LIM KAR CHOON,THM0272002,TIONG BAHRU MARKET Stall No 02-72,A,na,na,na
LEE LAIN CHING,THM0271002,TIONG BAHRU MARKET Stall No 02-71,A,na,na,na
LEE CHEW YUEN,THM0270002,TIONG BAHRU MARKET Stall No 02-70,B,na,na,na
LOH TECK SENG,THM0269001,TIONG BAHRU MARKET Stall No 02-69,A,na,na,na
CHAN PAK SENG,THM0268002,TIONG BAHRU MARKET Stall No 02-68,A,na,na,na
CHAN SIEW TIEN,THM0267002,TIONG BAHRU MARKET Stall No 02-67,A,na,na,na
KOK CHWEE KIM,THM0265002,TIONG BAHRU MARKET Stall No 02-65,A,na,na,na
TAN SIEW KHIANG,THM0264002,TIONG BAHRU MARKET Stall No 02-64,A,na,na,na
PUAN JOOI EONG,THM0263002,TIONG BAHRU MARKET Stall No 02-63,A,na,na,na
QUEK SOO CHONG,THM0262003,TIONG BAHRU MARKET Stall No 02-62,A,na,na,na
TAN HUNG THENG,THM0261002,TIONG BAHRU MARKET Stall No 02-61,A,na,na,na
YONG SAI MUI,THM0260002,TIONG BAHRU MARKET Stall No 02-60,A,na,na,na
NG CHIN SIEN,THM0259002,TIONG BAHRU MARKET Stall No 02-59,A,na,na,na
SYED IBRAHIM S/O AHAMED HUSSAIN,THM0258003,TIONG BAHRU MARKET Stall No 02-58,B,na,na,na
LIM CHENG HONG,THM0257002,TIONG BAHRU MARKET Stall No 02-57,na,na,na,na
TAN KIEN SOON,THM0256002,TIONG BAHRU MARKET Stall No 02-56,A,na,na,na
MUKINI,THM0255001,TIONG BAHRU MARKET Stall No 02-55,A,na,na,na
TAN AH HEOK,THM0254002,TIONG BAHRU MARKET Stall No 02-54,B,na,na,na
BOO GEOK BENG,THM0253002,TIONG BAHRU MARKET Stall No 02-53,A,na,na,na
CHAN SAI TAK,THM0252002,TIONG BAHRU MARKET Stall No 02-52,B,na,na,na
HENG SENG TENG,THM0251002,TIONG BAHRU MARKET Stall No 02-51,B,na,na,na
TAN KIM HEOH,THM0250002,TIONG BAHRU MARKET Stall No 02-50,A,na,na,na
QUAH LAY BENG,THM0249001,TIONG BAHRU MARKET Stall No 02-49,A,na,na,na
PUAH TIONG HING,THM0248002,TIONG BAHRU MARKET Stall No 02-48,B,na,na,na
NG CHIN KUANG,THM0247001,TIONG BAHRU MARKET Stall No 02-47,B,na,na,na
ANDREA SOH BEE SUAN,THM0246002,TIONG BAHRU MARKET Stall No 02-46,B,na,na,na
LOW KUAN FOONG,THM0245002,TIONG BAHRU MARKET Stall No 02-45,A,na,na,na
KHOO BOO WHEE @ CHIU BOO HWEE,THM0244002,TIONG BAHRU MARKET Stall No 02-44,A,na,na,na
CHOO MENG CHIN,THM0243002,TIONG BAHRU MARKET Stall No 02-43,B,na,na,na
YEO AH LEK,THM0242002,TIONG BAHRU MARKET Stall No 02-42,A,na,na,na
SOH GEK KEE,THM0241002,TIONG BAHRU MARKET Stall No 02-41,A,na,na,na
NG SIEW KEE,THM0240001,TIONG BAHRU MARKET Stall No 02-40,A,na,na,na
TING MENG HO,THM0239002,TIONG BAHRU MARKET Stall No 02-39,A,na,na,na
NTUC FOODFARE CO-OPERATIVE LTD,THM0238002,TIONG BAHRU MARKET Stall No 02-38,A,na,na,na
CHEONG KWOK KEE,THM0237002,TIONG BAHRU MARKET Stall No 02-37,A,na,na,na
CHAN LAI EE,THM0236002,TIONG BAHRU MARKET Stall No 02-36,A,na,na,na
YU LE,THM0235002,TIONG BAHRU MARKET Stall No 02-35,B,na,na,na
TAN CHOON TOH,THM0234002,TIONG BAHRU MARKET Stall No 02-34,A,na,na,na
SOH KIM CHOO,THM0233002,TIONG BAHRU MARKET Stall No 02-33,A,na,na,na
SIM HOCK LEONG,THM0232002,TIONG BAHRU MARKET Stall No 02-32,B,na,na,na
TAN THIAM HOCK,THM0231002,TIONG BAHRU MARKET Stall No 02-31,A,na,na,na
LEE MENG JOO,THM0230002,TIONG BAHRU MARKET Stall No 02-30,B,na,na,na
KOH KEE TEO,THM0229002,TIONG BAHRU MARKET Stall No 02-29,A,na,na,na
PEH TIEW THONG,THM0228003,TIONG BAHRU MARKET Stall No 02-28,A,na,na,na
ANG SWEE KONG,THM0227002,TIONG BAHRU MARKET Stall No 02-27,A,na,na,na
LEONG LAI YEN,THM0226002,TIONG BAHRU MARKET Stall No 02-26,A,na,na,na
CHIA NGUK ENG,THM0225002,TIONG BAHRU MARKET Stall No 02-25,A,na,na,na
TONG YIQIN,THM0224002,TIONG BAHRU MARKET Stall No 02-24,B,na,na,na
SIM LEONG PENG,THM0223002,TIONG BAHRU MARKET Stall No 02-23,A,na,na,na
ZOU JIHE,THM0222003,TIONG BAHRU MARKET Stall No 02-22,A,na,na,na
LIM AH ENG,THM0221002,TIONG BAHRU MARKET Stall No 02-21,A,na,na,na
LOH LENG SENG PETER,THM0220002,TIONG BAHRU MARKET Stall No 02-20,A,na,na,na
SAM MEI WAN,THM0219001,TIONG BAHRU MARKET Stall No 02-19,A,na,na,na
SAM CHEE KIONG,THM0218002,TIONG BAHRU MARKET Stall No 02-18,A,na,na,na
RAYA BTE ABDULLAH,THM0217001,TIONG BAHRU MARKET Stall No 02-17,A,na,na,na
CHENG SENG KUAN @CHENG SENG KOON,THM0215002,TIONG BAHRU MARKET Stall No 02-15,A,na,na,na
KEE MUI HOONG,THM0214002,TIONG BAHRU MARKET Stall No 02-14,B,na,na,na
ZHANG PING,THM0213002,TIONG BAHRU MARKET Stall No 02-13,na,na,na,na
YEONG YIN KWUN,THM0212002,TIONG BAHRU MARKET Stall No 02-12,A,na,na,na
TAY SOO LAN,THM0211002,TIONG BAHRU MARKET Stall No 02-11,A,na,na,na
CHAN THIN TUCK,THM0210002,TIONG BAHRU MARKET Stall No 02-10,A,na,na,na
NG KIAN SENG,THM0209002,TIONG BAHRU MARKET Stall No 02-09,A,na,na,na
TAY SIEW KIM,THM0208002,TIONG BAHRU MARKET Stall No 02-08,A,na,na,na
CHAN LAI EE,THM0207003,TIONG BAHRU MARKET Stall No 02-07,A,na,na,na
LEE CHENG CHUA,THM0206002,TIONG BAHRU MARKET Stall No 02-06,A,na,na,na
TOH LAI HUEH,THM0205002,TIONG BAHRU MARKET Stall No 02-05,A,na,na,na
CHEW MENG HONG,THM0204002,TIONG BAHRU MARKET Stall No 02-04,A,na,na,na
LIM CHIN BENG,THM0203002,TIONG BAHRU MARKET Stall No 02-03,A,na,na,na
LAW TENG HWA,THM0202002,TIONG BAHRU MARKET Stall No 02-02,A,na,na,na
CHENG KONG ENG,THM0201002,TIONG BAHRU MARKET Stall No 02-01,A,na,na,na
NG HONG LIANG,TGM0142001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-42,B,na,na,na
TAN KHEOK TEE,TGM0141001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-41,B,na,na,na
YONG WENG FATT,TGM0140001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-40,B,na,na,na
LEE JIE BA,TGM0139001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-39,B,na,na,na
TOH YEOW PUTT,TGM0138001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-38,B,na,na,na
NG BENG GHEE (HUANG MINGYI),TGM0134001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-34,A,na,na,na
LEW CHIN LOKE,TGM0133001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-33,B,na,na,na
WEE PHONG SAI,TGM0132001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-32,B,na,na,na
HUANG WENSHENG,TGM0131001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-31,B,na,na,na
KOH BOON SENG,TGM0130001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-30,B,na,na,na
NG HOCK LYE,TGM0129001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-29,A,na,na,na
LEE KWANG HENG,TGM0128001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-28,B,na,na,na
WONG SUI CHU,TGM0127001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-27,A,6,na,na
LIM AIK GUAN,TGM0125001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-25,B,na,na,na
TANG YIANG KANG (DONG YUANJING),TGM0124001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-24,B,na,na,na
LEE TIONG LENG,TGM0123001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-23,na,na,na,na
NG HWEE TENG,TGM0122001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-22,B,na,na,na
LOKE KOI CHOON,TGM0121001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-21,B,na,na,na
ONG TECK HIN,TGM0120002,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-20,A,na,na,na
ONG TECK HIN,TGM0119001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-19,A,na,na,na
TEO CHENG KAI,TGM0118001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-18,B,na,na,na
LEE GEK CHEW,TGM0117001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-17,B,na,na,na
LI HUI,TGM0116002,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-16,B,na,na,na
HON LAP MO,TGM0115001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-15,B,na,na,na
LOO BOON KIAT,TGM0114001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-14,B,na,na,na
SEENI SYED,TGM0112001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-12,B,4,na,na
SYED BIN MOHAMED KASSIM,TGM0111001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-11,B,na,na,na
BEH KENG LIANG,TGM0110001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-10,B,na,na,na
CHENG CHAN PEANG,TGM0109001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-09,A,na,na,na
TAN YAK JIN,TGM0108001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-08,B,na,na,na
GOH LENG SENG,TGM0107001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-07,B,na,na,na
TAN HUI YONG,TGM0106001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-06,B,na,na,na
WONG YOUK FONG,TGM0105001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-05,B,na,na,na
TAN MENG CHUAN (CHEN MINGQUAN),TGM0104001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-04,B,na,na,na
MELVIN LI QIHAO,TGM0103001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-03,A,na,na,na
WONG CHIP MENG,TGM0102001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-02,B,na,na,na
CHAN PO CHUEN JAMES,TGM0101001,Blk 150A Ghim Moh Road (Temp Market) Stall No 01-01,B,na,na,na
RAHMAH BINTE HAMED,TG10128002,TEBAN GARDENS RD BLK 37A Stall No 01-28,B,na,na,na
ASSANE BAZIRE @ASSANE BASSIRIA,TG10127002,TEBAN GARDENS RD BLK 37A Stall No 01-27,B,na,na,na
SYED PACKIR MOHAMED,TG10126001,TEBAN GARDENS RD BLK 37A Stall No 01-26,B,na,na,na
SULAIMI BIN WASIMON,TG10125002,TEBAN GARDENS RD BLK 37A Stall No 01-25,B,na,na,na
HAJJAH NORATI BINTE AB JALIL,TG10124002,TEBAN GARDENS RD BLK 37A Stall No 01-24,B,na,na,na
WAHIDA BANU,TG10123004,TEBAN GARDENS RD BLK 37A Stall No 01-23,B,na,na,na
CHEAH AH HEAH,TG10122002,TEBAN GARDENS RD BLK 37A Stall No 01-22,B,na,na,na
LIM SOCK NAI,TG10121002,TEBAN GARDENS RD BLK 37A Stall No 01-21,B,na,na,na
ANG TECK LEE (HONG DELI),TG10120004,TEBAN GARDENS RD BLK 37A Stall No 01-20,B,na,na,na
CHUA KANG HWAI,TG10119002,TEBAN GARDENS RD BLK 37A Stall No 01-19,B,na,na,na
ONG AH EM,TG10118002,TEBAN GARDENS RD BLK 37A Stall No 01-18,B,na,na,na
LIM SOCK KENG,TG10117002,TEBAN GARDENS RD BLK 37A Stall No 01-17,B,4,na,na
KU KOEK LIONG @ KHOO KOK LEONG,TG10116002,TEBAN GARDENS RD BLK 37A Stall No 01-16,A,na,na,na
CHIN MEI LEE,TG10115002,TEBAN GARDENS RD BLK 37A Stall No 01-15,B,na,na,na
CHAN LAI HOONG,TG10113002,TEBAN GARDENS RD BLK 37A Stall No 01-13,B,na,na,na
NGO TECK LIAN @ GOH TECK LIAN,TG10112002,TEBAN GARDENS RD BLK 37A Stall No 01-12,A,na,na,na
CHUA KIA SENG,TG10111002,TEBAN GARDENS RD BLK 37A Stall No 01-11,B,na,na,na
NGO KAH HWEE,TG10110002,TEBAN GARDENS RD BLK 37A Stall No 01-10,B,na,na,na
ONG YEO SENG,TG10109002,TEBAN GARDENS RD BLK 37A Stall No 01-09,B,na,na,na
TAN KUAN KWEE,TG10108002,TEBAN GARDENS RD BLK 37A Stall No 01-08,B,na,na,na
NG KIAW,TG10107002,TEBAN GARDENS RD BLK 37A Stall No 01-07,A,na,na,na
HOONG SIEW MING,TG10106002,TEBAN GARDENS RD BLK 37A Stall No 01-06,A,na,na,na
KHUNG KHOON CHIANG,TG10105003,TEBAN GARDENS RD BLK 37A Stall No 01-05,B,na,na,na
NG GUAT HONG,TG10104002,TEBAN GARDENS RD BLK 37A Stall No 01-04,B,na,na,na
KHUNG KHOON CHIANG,TG10103002,TEBAN GARDENS RD BLK 37A Stall No 01-03,B,na,na,na
KANG CHEK SONG,TG10102002,TEBAN GARDENS RD BLK 37A Stall No 01-02,B,na,na,na
LUM CHEW PING,TG10101002,TEBAN GARDENS RD BLK 37A Stall No 01-01,B,na,na,na
WOO YANG JUN DAVEED,TB40152002,TELOK BLANGAH RISE BLK 36 Stall No 01-52,B,na,na,na
PEK KIAN SENG,TB40151001,TELOK BLANGAH RISE BLK 36 Stall No 01-51,A,na,na,na
KO CHIAU MENG @KO HENG,TB40150001,TELOK BLANGAH RISE BLK 36 Stall No 01-50,B,na,na,na
KHOO TUANG LEE,TB40149001,TELOK BLANGAH RISE BLK 36 Stall No 01-49,B,na,na,na
SAIRAH BINTE OSMAN,TB40148001,TELOK BLANGAH RISE BLK 36 Stall No 01-48,B,na,na,na
GOH KEOW HONG,TB40147001,TELOK BLANGAH RISE BLK 36 Stall No 01-47,B,na,na,na
WONG YONG LIN,TB40146001,TELOK BLANGAH RISE BLK 36 Stall No 01-46,A,na,na,na
NG HUAY THO,TB40144001,TELOK BLANGAH RISE BLK 36 Stall No 01-44,B,na,na,na
HO HOCK HENG,TB40143001,TELOK BLANGAH RISE BLK 36 Stall No 01-43,B,na,na,na
NG AIK HOONG,TB40142001,TELOK BLANGAH RISE BLK 36 Stall No 01-42,A,na,na,na
HO MONG GEK,TB40141001,TELOK BLANGAH RISE BLK 36 Stall No 01-41,B,na,na,na
WONG TOA MUI,TB40140001,TELOK BLANGAH RISE BLK 36 Stall No 01-40,A,na,na,na
TAN SIANG KEOW,TB40139002,TELOK BLANGAH RISE BLK 36 Stall No 01-39,A,na,na,na
CHAN PUAY HNG,TB40138001,TELOK BLANGAH RISE BLK 36 Stall No 01-38,A,na,na,na
LI YUZHEN,TB40137003,TELOK BLANGAH RISE BLK 36 Stall No 01-37,A,na,na,na
OH TECK SENG,TB40136002,TELOK BLANGAH RISE BLK 36 Stall No 01-36,B,na,na,na
"LIM ZHENKAI, REAGAN",TB40135002,TELOK BLANGAH RISE BLK 36 Stall No 01-35,B,na,na,na
TNG KIN HWA,TB40134001,TELOK BLANGAH RISE BLK 36 Stall No 01-34,B,na,na,na
LEE CHAI KEOW,TB40133001,TELOK BLANGAH RISE BLK 36 Stall No 01-33,B,na,na,na
LOO HONG KHAN,TB40132001,TELOK BLANGAH RISE BLK 36 Stall No 01-32,B,na,na,na
MOHAMED ISHAK BIN ABDUL JALIL,TB40131002,TELOK BLANGAH RISE BLK 36 Stall No 01-31,B,na,na,na
HAWA BI BINTE ABDUL JALIL,TB40130002,TELOK BLANGAH RISE BLK 36 Stall No 01-30,B,na,na,na
CHEN CAIHONG,TB20140003,TELOK BLANGAH DRIVE BLK 79 Stall No 01-40,B,na,na,na
YUSOF BIN WAHAB @YUSOF BIN BAKAR,TB20139001,TELOK BLANGAH DRIVE BLK 79 Stall No 01-39,B,na,na,na
NEO CHWEE HUAT,TB20138002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-38,B,na,na,na
HAJA NAJUMUDEEN,TB20137002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-37,B,na,na,na
SOH GEOK KEE,TB20136002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-36,B,na,na,na
TAN KANG GEK @CHUA KANG GEK,TB20135002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-35,B,na,na,na
NYU CHONG WEI (YANG CHONGWEI),TB20134001,TELOK BLANGAH DRIVE BLK 79 Stall No 01-34,B,na,na,na
NG GUEK ENG,TB20133002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-33,A,na,na,na
MUAPINAH BINTI ALI,TB20132002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-32,B,na,na,na
LAU CHEW SENG,TB20131002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-31,B,na,na,na
TENG BOON HOCK NEE LOH BEE ENG,TB20130002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-30,A,na,na,na
NTUC FOODFARE CO-OPERATIVE LTD,TB20129003,TELOK BLANGAH DRIVE BLK 79 Stall No 01-29,A,na,na,na
NG CHOON ANN,TB20128002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-28,B,na,na,na
ZARINAH BINTE SAID MASOOHOOTH,TB20127002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-27,A,na,na,na
ABDUL KASSIM MARICAR,TB20126002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-26,B,na,na,na
WAN CHEE KWAN,TB20125002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-25,B,na,na,na
SHAHUL HAMEED RAIKAN BEEVI,TB20124003,TELOK BLANGAH DRIVE BLK 79 Stall No 01-24,A,na,na,na
SITAMAL D/O N ARUNASALAM,TB20123002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-23,B,na,na,na
CHUA BOCK KOON,TB20122001,TELOK BLANGAH DRIVE BLK 79 Stall No 01-22,B,na,na,na
LEOW KOK KIONG (LIAO GUOQIANG),TB20121002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-21,B,na,na,na
TEY KIM CHENG,TB20120002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-20,B,na,na,na
LEE HOCK SOON,TB20119001,TELOK BLANGAH DRIVE BLK 79 Stall No 01-19,B,na,na,na
SAM KHAI LI,TB20118002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-18,B,na,na,na
NYU TZONG BEY (YANG ZONGBEI),TB20117003,TELOK BLANGAH DRIVE BLK 79 Stall No 01-17,B,na,na,na
TAN LUCY,TB20116003,TELOK BLANGAH DRIVE BLK 79 Stall No 01-16,A,na,na,na
CHEN SHAOZHEN,TB20115001,TELOK BLANGAH DRIVE BLK 79 Stall No 01-15,A,na,na,na
LEE YOKE YING,TB20114003,TELOK BLANGAH DRIVE BLK 79 Stall No 01-14,B,4,na,na
POH CHEE GEOK,TB20113002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-13,A,na,na,na
YIP KWOK WENG,TB20112002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-12,B,na,na,na
TAY CHEE TEONG,TB20111002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-11,A,na,na,na
YEO BOON LAM (YANG WENNAN),TB20110003,TELOK BLANGAH DRIVE BLK 79 Stall No 01-10,A,na,na,na
YEO HAN KEAT (YANG HANJIE),TB20109002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-09,A,na,na,na
YEO HAN KEAT (YANG HANJIE),TB20108003,TELOK BLANGAH DRIVE BLK 79 Stall No 01-08,B,na,na,na
JALALIYA BEGAM ABDUL HAKKIM,TB20107002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-07,B,na,na,na
CHUA BOK LIM,TB20106002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-06,B,na,na,na
LOKE SIEW FOOK,TB20105002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-05,B,na,na,na
NG SWEE SOON,TB20104002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-04,B,na,na,na
NG PENG HWEE (HUANG BINGHUI),TB20103001,TELOK BLANGAH DRIVE BLK 79 Stall No 01-03,B,na,na,na
ANG AH HENG,TB20102002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-02,B,na,na,na
TAN KAH CHOO,TB20101002,TELOK BLANGAH DRIVE BLK 79 Stall No 01-01,B,na,na,na
SIM BOK WHATT,TB10199002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-99,B,6,na,na
SEAH SHIWEN,TB10198001,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-98,A,na,na,na
TAN MUI SUAH,TB10197002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-97,B,na,na,na
HELMI BINTI ANI,TB10196002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-96,B,na,na,na
AWAH D/O SHAHUL HAMEED,TB10195002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-95,B,na,na,na
LIM BENG KIAN,TB10194002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-94,B,na,na,na
